id,mid,uid,parent,t,reposts_count,attitudes_count,comments_count,text,original_text,user_created_at,followers_count,bi_followers_count,favourites_count,statuses_count,friends_count,username,screen_name,user_description,gender,province,city,verified,verified_reason,verified_type,user_location,user_avatar,user_geo_enabled,picture,geo
"3833459351299952","3833459351299952","1197161814","","1429451393","2000","1284","196","【如何让你的简历脱颖而出】在一份简历中HR主要关注6个信息点：姓名、教育背景、现任职公司职位和起止日期、曾就职公司职位和起止日期。通过不同的配色方案和格式设计，将简历以分层结构显示出来，使以上信息点一目了然，即可使简历脱颖而出。图片中是一些成功的例子。英文全文：http://t.cn/zYHJKmD","【如何让你的简历脱颖而出】在一份简历中HR主要关注6个信息点：姓名、教育背景、现任职公司职位和起止日期、曾就职公司职位和起止日期。通过不同的配色方案和格式设计，将简历以分层结构显示出来，使以上信息点一目了然，即可使简历脱颖而出。图片中是一些成功的例子。英文全文：http://t.cn/zYHJKmD","1251448546","49969698","527","890","14560","524","李开复","李开复","创新工场CEO，媒体联系：press@chuangxin.com","m","11","1","1","创新工场董事长兼首席执行官","0","北京 东城区","http://tp3.sinaimg.cn/1197161814/180/1290146312/1","","http://ww3.sinaimg.cn/large/475b3d56jw1erb7u48pqtj20c80tedjc.jpg",""
"3833459409626915","3833459409626915","1639161605","3833459351299952","1429451408","0","0","0","转发微博","转发微博","1270994006","222","22","72","3448","391","莹莹的style","莹莹的style","对于一个路痴来说，最值的热泪盈眶的就是：你站那别动，我去接你。","f","37","1","","","-1","山东 济南","http://tp2.sinaimg.cn/1639161605/180/5712204867/0","1","",""
"3833459422706227","3833459422706227","2081574301","3833459351299952","1429451411","0","0","0","转发微博","转发微博","1302500757","95","60","52","758","446","梦想缤纷的小草","梦想缤纷的小草","","f","41","1","","","-1","河南 郑州","http://tp2.sinaimg.cn/2081574301/180/5597548793/0","","",""
"3833459468897102","3833459468897102","1166398634","3833459351299952","1429451421","0","0","0","马克","马克","1313299817","127","73","8","1576","231","忙成doge的麦丁","忙成doge的麦丁","口味很重","m","32","1","","","-1","江苏 南京","http://tp3.sinaimg.cn/1166398634/180/5734601206/1","1","",""
"3833459484696835","3833459484696835","2737995065","3833459351299952","1429451426","0","0","0","转发微博","转发微博","1335446203","99","17","174","926","182","清心_V雯","清心_V雯","我的民因无知识而灭亡。","f","37","9","","","-1","山东 泰安","http://tp2.sinaimg.cn/2737995065/180/5745055791/0","1","",""
"3833459489557721","3833459489557721","2403099225","3833459351299952","1429451427","0","0","0","转发微博","转发微博","1318148957","73","27","12","491","199","小饼被瞌睡虫打败了哈哈","小饼被瞌睡虫打败了哈哈","","f","32","1","","","-1","江苏 南京","http://tp2.sinaimg.cn/2403099225/180/5747134710/0","1","",""
"3833459514754222","3833459514754222","2081747530","3833459351299952","1429451433","0","0","0","转发微博","转发微博","1301977174","99","24","2","316","95","光怪陆离Ace","光怪陆离Ace","肥肥一只","m","22","1","","","-1","吉林 长春","http://tp3.sinaimg.cn/2081747530/180/5714575353/1","1","",""
"3833459523152987","3833459523152987","3944433269","3833459351299952","1429451435","0","0","0","转发微博","转发微博","1387114655","20","8","0","62","60","dabingwang9","dabingwang9","热爱生活的吃货一枚！","f","100","1000","","","-1","其他","http://tp2.sinaimg.cn/3944433269/180/5682082692/0","1","",""
"3833459531274814","3833459531274814","5507014253","3833459351299952","1429451436","0","0","0","转发微博","转发微博","1422886135","6","2","2","683","38","家有宝贝巧巧","家有宝贝巧巧","","m","21","10","","","-1","辽宁 辽阳","http://tp2.sinaimg.cn/5507014253/180/5726833558/1","1","",""
"3833459531549750","3833459531549750","1784287084","3833459351299952","1429451436","0","0","0","转发微博","转发微博","1280717940","44","4","67","459","475","lily0134","lily0134","","f","13","1","","","-1","河北 石家庄","http://tp1.sinaimg.cn/1784287084/180/1300850593/0","1","",""
"3833459531627762","3833459531627762","1883752183","3833459351299952","1429451436","0","0","0","转发微博","转发微博","1291598275","304","87","27","1612","1001","Msliang311","Msliang311","Learn to labour and to wait.","f","44","1","","","220","广东 广州","http://tp4.sinaimg.cn/1883752183/180/5695203367/0","1","",""
"3833459531275039","3833459531275039","2518242023","3833459351299952","1429451437","0","0","0","转发微博","转发微博","1323321468","179","33","2","760","388","何sunshine","何sunshine","","f","35","2","","","-1","福建 厦门","http://tp4.sinaimg.cn/2518242023/180/5618289287/0","1","",""
"3833459535828784","3833459535828784","2102910534","3833459351299952","1429451438","0","0","0","转发微博","转发微博","1302946225","160","80","21","1407","178","小黄鱼_要减肥","小黄鱼_要减肥","爱吃蔬菜的乐天派~","m","31","12","","","220","上海 闵行区","http://tp3.sinaimg.cn/2102910534/180/40016563602/1","1","",""
"3833459535034306","3833459535034306","1907234095","3833459351299952","1429451438","0","0","0","[困]","[困]","1293719725","535","74","1","4116","903","牛小明-Satan","牛小明-Satan","隐身可见的待遇 给谁？","f","21","2","","","220","辽宁 大连","http://tp4.sinaimg.cn/1907234095/180/5730743912/0","1","",""
"3833459568592372","3833459568592372","2642789661","3833459351299952","1429451446","0","0","0","希望可以用到啊！","希望可以用到啊！","1330681606","185","6","204","1683","486","你说我取啥好呢","你说我取啥好呢","放下，真的很难……","f","44","3","","","-1","广东 深圳","http://tp2.sinaimg.cn/2642789661/180/5660353045/0","1","",""
"3833459573279286","3833459573279286","1850351490","3833459351299952","1429451447","0","0","1","转发微博","转发微博","1286862928","389","8","18","1218","449","辣妈ladyyang","辣妈ladyyang","我善良，但不及天使；我有原罪，却并非魔鬼。我只是一个在大千世界里平凡的女子.","f","31","1000","","","-1","上海","http://tp3.sinaimg.cn/1850351490/180/5692922803/0","1","",""
"3833459582021612","3833459582021612","1801769533","3833459351299952","1429451448","0","0","0","转发微博","转发微博","1297561852","55","8","116","1249","154","叶子金兔子","叶子金兔子","","f","31","1000","","","-1","上海","http://tp2.sinaimg.cn/1801769533/180/40015941398/0","","",""
"3833459606780709","3833459606780709","1299793771","3833459351299952","1429451455","0","0","0","转发微博","转发微博","1280374124","1042","165","942","4642","426","-修篱种菊-","-修篱种菊-","","f","100","1000","","","-1","其他","http://tp4.sinaimg.cn/1299793771/180/5626226985/0","","",""
